case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR8_MB8_PD5,8.0,8.0,5.0,131,B,94,68,0.723404255319149,101.8398292834971,107.6358604270986,7.7061623370744865,19.390719429665317,0.39741497807889714,1.0,0.723404255319149,0.19239894332050156,0.1735024980221741,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,132,A,96,58,0.6041666666666666,86.67057121924377,94.66638729694789,7.919080650164755,19.595917942265423,0.4041188921844023,1.0,0.6041666666666666,0.1549180700770495,0.16661024916046396,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,132,B,94,58,0.6170212765957447,101.12119374718677,107.13719347457635,7.761564594089404,19.390719429665317,0.40027213132769096,1.0,0.6170212765957447,0.16661024916046396,0.1549180700770495,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,133,A,95,62,0.6526315789473685,86.3282413098653,93.61643296009726,7.614576004584195,19.493588689617926,0.3906195070505225,1.0,0.6526315789473685,0.19364364264123013,0.20032252253362848,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,133,B,94,68,0.723404255319149,100.90073675343208,106.29021636052933,7.745881636576475,19.390719429665317,0.3994633445485405,1.0,0.723404255319149,0.20032252253362848,0.19364364264123013,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,134,A,94,68,0.723404255319149,86.49329325826949,92.64479498192502,7.430869250861532,19.390719429665317,0.38321782117548736,1.0,0.723404255319149,0.2473481988951487,0.21572245844388072,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,134,B,93,68,0.7311827956989247,100.79790819348632,105.56217642188099,7.6041669581532885,19.28730152198591,0.39425769071350775,1.0,0.7311827956989247,0.21572245844388072,0.2473481988951487,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,135,A,94,63,0.6702127659574468,85.91485400949841,91.96511362537524,7.467892946923309,19.390719429665317,0.38512717251214457,1.0,0.6702127659574468,0.23213983623014656,0.26510865030881403,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,135,B,92,71,0.7717391304347826,100.4723651937546,105.08812901915027,7.303129564998009,19.183326093250876,0.3807019455071148,1.0,0.7717391304347826,0.26510865030881403,0.23213983623014656,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,136,A,94,54,0.574468085106383,85.5121366436379,92.78131070933368,7.423915388253788,19.390719429665317,0.3828592030936278,1.0,0.574468085106383,0.21103027408630548,0.22772383923618233,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,136,B,92,65,0.7065217391304348,100.05822832164476,104.35486524710777,7.356610316250813,19.183326093250876,0.3834898223848175,1.0,0.7065217391304348,0.22772383923618233,0.21103027408630548,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,137,A,94,65,0.6914893617021277,84.82448721276589,93.32088286230206,7.376922908679399,19.390719429665317,0.3804357510012574,1.0,0.6914893617021277,0.27201651839226093,0.23058342249958574,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,137,B,92,69,0.75,99.36342042857142,103.88618448227611,7.373829928000766,19.183326093250876,0.3843874566984004,1.0,0.75,0.23058342249958574,0.27201651839226093,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,138,A,92,63,0.6847826086956522,83.81071933159812,93.38842101207656,7.318172052733076,19.183326093250876,0.3814860893861244,1.0,0.6847826086956522,0.3184149104491618,0.20131575359075304,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,138,B,91,58,0.6373626373626373,98.7234737035451,103.60898107770919,7.331541938469496,19.078784028338912,0.3842772121944196,1.0,0.6373626373626373,0.20131575359075304,0.3184149104491618,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,139,A,92,69,0.75,82.93237508824127,93.59525914995487,7.3265705795969565,19.183326093250876,0.3819238928631155,1.0,0.75,0.36062148179546294,0.25637968320130156,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,139,B,89,64,0.7191011235955056,98.2712574094826,103.35620321394555,7.027531829161929,18.867962264113206,0.3724584420294431,1.0,0.7191011235955056,0.25637968320130156,0.36062148179546294,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,140,A,92,59,0.6413043478260869,83.62862546185058,94.09189409307125,7.350899754247899,19.183326093250876,0.3831921387623239,1.0,0.6413043478260869,0.2786168210415625,0.2642818206996356,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,140,B,89,67,0.7528089887640449,97.59254833972119,103.01710684320707,7.0059165896644755,18.867962264113206,0.3713128366272866,1.0,0.7528089887640449,0.2642818206996356,0.2786168210415625,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,141,A,92,67,0.7282608695652174,84.17858363045188,94.70836261897058,7.327808034253571,19.183326093250876,0.38198839964627707,1.0,0.7282608695652174,0.2844041340587652,0.2635053636898472,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,141,B,88,66,0.75,96.89140778215723,102.90567883861432,6.920312156694402,18.76166303929372,0.36885387730292146,1.0,0.75,0.2635053636898472,0.2844041340587652,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,142,A,91,61,0.6703296703296703,84.0119619003064,95.43288784861194,7.1670485280789915,19.078784028338912,0.37565541480176756,1.0,0.6703296703296703,0.29068516631133234,0.2643184656138262,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,142,B,88,65,0.7386363636363636,97.05371505654976,103.76846825413777,6.907057550787179,18.76166303929372,0.36814740443431365,1.0,0.7386363636363636,0.2643184656138262,0.29068516631133234,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,143,A,90,52,0.5777777777777777,84.46467063455127,96.0812450924893,7.2257426996972836,18.973665961010276,0.3808300786229579,1.0,0.5777777777777777,0.23734610031724057,0.23281905488296473,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,143,B,88,66,0.75,96.41754495654077,103.17620364006743,6.947717288273364,18.76166303929372,0.3703145757240351,1.0,0.75,0.23281905488296473,0.23734610031724057,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,144,A,89,56,0.6292134831460674,83.64570620836233,96.43721477685195,6.9549587875642,18.867962264113206,0.3686120785174828,1.0,0.6292134831460674,0.32327279843031453,0.2201807386862712,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,144,B,87,54,0.6206896551724138,96.04649544269422,102.58809934501308,6.888582644835744,18.65475810617763,0.3692667900397245,1.0,0.6206896551724138,0.2201807386862712,0.32327279843031453,0.5555555555555556,1
