case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR2_MB2_PD2,2.0,2.0,2.0,18,A,100,0,44,0.44,100,1.0,26.65905942370336,26.016890536174618,9.393756651758288,20.0,0.4696878325879144,1.0,0.44,1.0,1.9561934086001378,1.9705073310543,2.063565620123073,0.05237046972850068,0.01465894204868401,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,18,B,100,0,11,0.11,100,1.0,173.19884907450495,174.1262968051498,9.282224746126998,20.0,0.4641112373063499,1.0,0.11,1.0,1.9766941585400042,2.0000000000000067,2.06404367710996,0.01465894204868401,0.05237046972850068,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,19,A,100,0,38,0.38,100,1.0,27.349047442392546,26.710399542093484,9.387252829651887,20.0,0.4693626414825943,1.0,0.38,1.0,1.9604701958948858,1.9864262611110481,2.0672017867303367,0.04619649926218494,0.0259816713128177,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,19,B,100,0,19,0.19,100,1.0,172.509994341953,173.4270518192746,9.26265845001428,20.0,0.46313292250071403,1.0,0.19,1.0,1.972694267314187,1.9999999999999938,2.04558683084186,0.0259816713128177,0.04619649926218494,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,20,A,100,0,35,0.35,100,1.0,28.03282253790141,27.410780658118323,9.383110906471405,20.0,0.46915554532357023,1.0,0.35,1.0,1.9626507176666517,1.982856166722212,2.0665687081183144,0.042887994856657286,0.03243670204122795,0.8888888888888888,1
FR2_MB2_PD2,2.0,2.0,2.0,20,B,100,0,24,0.24,100,1.0,171.83119748539974,172.7209218824403,9.258058390729635,20.0,0.46290291953648177,1.0,0.24,1.0,1.9767302189706806,1.9794358796910363,2.102540005593322,0.03243670204122795,0.042887994856657286,0.8888888888888888,1
FR2_MB2_PD5,2.0,2.0,5.0,0,A,100,0,33,0.33,100,1.0,14.3840620433566,13.676955262170054,9.362691920596342,20.0,0.4681345960298171,1.0,0.33,1.0,1.9999999999999991,1.9999999999999973,2.0000000000000004,0.04052646724512632,0.004912299060015335,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,0,B,100,0,4,0.04,100,1.0,185.6159379566434,186.32304473782995,9.362691920596344,20.0,0.4681345960298172,1.0,0.04,1.0,1.9999999999999778,1.9999999999999758,2.000000000000016,0.004912299060015335,0.04052646724512632,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,1,A,100,0,91,0.91,100,1.0,15.0766027782176,14.37410554040976,9.349808869507681,20.0,0.46749044347538404,1.0,0.91,1.0,1.9246061222584132,1.9716713060051034,1.9999999999999998,0.10985912191680425,0.025555944390702523,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,1,B,100,0,21,0.21,100,1.0,184.93703312116514,185.64165937989233,9.382418728351741,20.0,0.46912093641758706,1.0,0.21,1.0,1.906019956358518,1.90638690952297,2.0012998368936366,0.025555944390702523,0.10985912191680425,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,2,A,100,0,30,0.3,100,1.0,15.753899292712699,15.054400509120022,9.411888171272786,20.0,0.47059440856363927,1.0,0.3,1.0,1.914649319593934,1.9642736045760527,2.001888849738923,0.035419432810452456,0.04671921995629347,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,2,B,100,0,39,0.39,100,1.0,184.25086556349797,184.96079514350942,9.367196187260141,20.0,0.4683598093630071,1.0,0.39,1.0,1.9294032519613333,1.9808016914288138,2.0016902859814345,0.04671921995629347,0.035419432810452456,0.5555555555555556,1
